location,block,pasture,livestock,patch,subpatch,date,plot,array,logger,TC,tempC,time,problematic
CGREC,BOB,NW,Cattle,NE,,5-3-2018,2,2,1,3,,,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,2,3,7,1,449,13:15:06.0,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,2,3,7,2,419.75,13:15:06.1,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,2,3,7,3,209.75,13:13:26.0,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,3,1,5,1,375.75,12:49:50.1,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,3,1,5,2,533.5,12:49:47.0,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,3,1,5,3,580.75,12:49:50.1,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,3,2,9,1,553.25,12:49:22.0,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,3,2,9,2,447.75,12:49:22.1,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,3,2,9,3,485.5,12:49:26.0,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,3,3,4,1,308,12:49:51.1,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,3,3,4,2,335.5,12:49:51.1,
CGREC,BOB,NW,Cattle,NE,,5-3-2018,3,3,4,3,264.5,12:49:47.1,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,1,1,7,1,115,15:47:56.1,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,1,1,7,2,232,15:48:17.1,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,1,1,7,3,207.25,15:47:04.1,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,1,2,2,1,135.25,15:57:17.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,1,2,2,2,270.25,15:58:54.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,1,2,2,3,226,15:58:13.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,1,3,3,1,259,15:49:27.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,1,3,3,2,247.25,15:50:26.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,1,3,3,3,446.25,15:49:27.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,2,1,9,1,92.25,16:41:28.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,2,1,9,2,244.25,16:47:07.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,2,1,9,3,133.75,16:37:40.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,2,2,1,1,,,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,2,2,1,2,,,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,2,2,1,3,,,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,2,3,8,1,188.75,16:38:47.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,2,3,8,2,324.25,16:39:00.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,2,3,8,3,200,16:38:35.1,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,3,1,6,1,,,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,3,1,6,2,,,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,3,1,6,3,,,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,3,2,5,1,148,16:10:50.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,3,2,5,2,147,16:10:51.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,3,2,5,3,248,16:10:45.1,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,3,3,4,1,122,16:14:33.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,3,3,4,2,262.5,16:13:57.0,
CGREC,BOB,SE,Cattle,NE,W,5-2-2018,3,3,4,3,95.25,16:14:58.1,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,1,1,5R,1,47.5,18:06:30.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,1,1,5R,2,39.25,18:06:29.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,1,1,5R,3,45.75,18:06:29.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,1,2,9R,1,32.25,18:03:40.1,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,1,2,9R,2,33.25,18:04:02.1,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,1,2,9R,3,30.75,18:03:47.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,1,3,2Y,1,31.75,18:05:46.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,1,3,2Y,2,32.25,18:05:04.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,1,3,2Y,3,33.25,18:06:48.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,2,1,1R,1,295,17:32:50.1,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,2,1,1R,2,149,17:32:43.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,2,1,1R,3,165.75,17:32:59.1,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,2,2,4Y,1,158,17:36:58.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,2,2,4Y,2,87,17:38:02.1,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,2,2,4Y,3,222.75,17:36:45.1,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,2,3,9Y,1,31.5,14:35:36.1,1
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,2,3,9Y,2,111,17:37:19.1,1
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,2,3,9Y,3,146.5,17:33:57.0,1
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,3,1,2R,1,30,16:01:42.1,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,3,1,2R,2,31.5,16:01:54.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,3,1,2R,3,35,16:01:52.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,3,2,3R,1,29.75,17:31:34.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,3,2,3R,2,28.5,17:31:31.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,3,2,3R,3,44.25,17:40:34.0,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,3,3,5Y,1,,,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,3,3,5Y,2,,,
CGREC,BOB,SE,Cattle,SE,W,5-13-2019,3,3,5Y,3,,,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,1,1,4,1,344.75,15:54:32.1,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,1,1,4,2,468.25,15:54:26.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,1,1,4,3,344.25,15:54:37.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,1,2,9,1,338.25,15:54:24.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,1,2,9,2,348.5,15:54:16.1,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,1,2,9,3,421.5,15:54:24.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,1,3,6,1,,,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,1,3,6,2,,,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,1,3,6,3,,,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,2,1,2,1,354.25,16:02:11.1,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,2,1,2,2,366.75,16:02:14.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,2,1,2,3,345.75,16:02:14.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,2,2,8,1,342,16:02:48.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,2,2,8,2,351.75,16:02:37.1,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,2,2,8,3,396.75,16:02:43.1,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,2,3,3,1,319.5,16:02:33.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,2,3,3,2,415.5,16:02:26.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,2,3,3,3,465.5,16:02:27.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,3,1,7,1,604.25,16:09:25.1,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,3,1,7,2,449.75,16:09:10.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,3,1,7,3,508.75,16:09:09.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,3,2,5,1,174,16:10:33.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,3,2,5,2,99,16:10:36.1,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,3,2,5,3,197.75,16:09:41.0,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,3,3,1,1,,,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,3,3,1,2,,,
CGREC,BOB,SW,Cattle,SE,,5-3-2018,3,3,1,3,,,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,1,1,6R,1,95.75,13:23:39.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,1,1,6R,2,106.5,13:23:11.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,1,1,6R,3,156.25,13:22:12.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,1,2,1R,1,59.5,13:21:25.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,1,2,1R,2,53.25,13:21:28.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,1,2,1R,3,57.5,13:21:43.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,1,3,4Y,1,75.75,13:24:33.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,1,3,4Y,2,122,13:24:09.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,1,3,4Y,3,92.5,13:23:58.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,2,1,2R,1,107.25,13:00:41.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,2,1,2R,2,127,13:00:53.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,2,1,2R,3,376.25,13:00:49.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,2,2,9R,1,186.75,13:02:33.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,2,2,9R,2,90,13:03:29.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,2,2,9R,3,103.75,13:11:14.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,2,3,9Y,1,89,13:11:41.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,2,3,9Y,2,66.5,13:10:17.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,2,3,9Y,3,52.25,13:00:34.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,3,1,5R,1,422,13:10:33.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,3,1,5R,2,147.25,13:10:32.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,3,1,5R,3,238.75,13:10:37.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,3,2,7R,1,165.75,13:10:51.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,3,2,7R,2,128,13:07:38.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,3,2,7R,3,114.75,13:11:17.0,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,3,3,2Y,1,198.75,13:03:47.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,3,3,2Y,2,241.25,13:03:25.1,
CGREC,BOB,SW,Cattle,SW,,5-14-2019,3,3,2Y,3,137.25,13:02:42.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,1,1,1,1,294.25,12:34:43.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,1,1,1,2,332.25,12:34:39.1,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,1,1,1,3,256.75,12:34:44.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,1,2,8,1,50.75,12:35:55.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,1,2,8,2,116.5,12:35:42.1,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,1,2,8,3,361,12:35:19.1,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,1,3,9,1,355.75,12:34:30.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,1,3,9,2,255.25,12:34:33.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,1,3,9,3,352.5,12:34:27.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,2,1,2,1,238.5,12:29:58.1,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,2,1,2,2,117.5,12:29:58.1,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,2,1,2,3,293.2,12:30:19.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,2,2,7,1,,,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,2,2,7,2,,,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,2,2,7,3,,,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,2,3,3,1,252.5,12:30:09.1,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,2,3,3,2,218.25,12:29:47.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,2,3,3,3,356.5,12:29:54.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,3,1,5,1,452,12:33:21.1,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,3,1,5,2,427,12:33:32.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,3,1,5,3,429,12:33:20.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,3,2,6,1,,,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,3,2,6,2,,,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,3,2,6,3,,,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,3,3,4,1,308.5,12:33:08.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,3,3,4,2,303.5,12:33:02.0,
HREC,Clement,Cattle,Cattle,NE,,10-28-2017,3,3,4,3,267.25,12:33:07.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,1,1,6,1,,,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,1,1,6,2,,,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,1,1,6,3,,,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,1,2,8,1,377.5,13:38:24.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,1,2,8,2,423.25,13:38:18.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,1,2,8,3,369.25,13:38:16.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,1,3,7,1,261.75,13:38:36.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,1,3,7,2,359,13:38:28.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,1,3,7,3,330.25,13:38:22.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,2,1,2,1,288.25,13:40:54.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,2,1,2,2,240.5,13:40:52.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,2,1,2,3,337,13:40:37.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,2,2,4,1,198,13:39:26.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,2,2,4,2,205.25,13:39:44.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,2,2,4,3,176,13:39:46.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,2,3,3,1,217.75,13:40:18.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,2,3,3,2,225.5,13:40:03.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,2,3,3,3,298,13:40:11.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,3,1,1,1,116.5,13:47:30.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,3,1,1,2,205.75,13:47:26.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,3,1,1,3,126.25,13:47:29.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,3,2,5,1,213.75,13:47:18.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,3,2,5,2,309.5,13:47:07.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,3,2,5,3,243.25,13:47:07.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,3,3,9,1,198.5,13:50:32.0,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,3,3,9,2,137.75,13:50:21.1,
HREC,Fitch,N.Cattle,Cattle,SW,,10-27-2017,3,3,9,3,,,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,1,1,4,1,319.5,13:24:15.1,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,1,1,4,2,218,13:24:08.0,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,1,1,4,3,334.25,13:24:41.1,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,1,2,9,1,87.5,13:22:24.0,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,1,2,9,2,64.5,13:22:10.1,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,1,2,9,3,74,13:22:24.0,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,1,3,3,1,325.5,13:24:08.0,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,1,3,3,2,339.5,13:24:00.1,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,1,3,3,3,322.25,13:23:59.0,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,2,1,8,1,,,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,2,1,8,2,,,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,2,1,8,3,,,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,2,2,6,1,,,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,2,2,6,2,,,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,2,2,6,3,,,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,2,3,1,1,,,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,2,3,1,2,,,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,2,3,1,3,,,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,3,1,5,1,,,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,3,1,5,2,411.5,13:23:21.0,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,3,1,5,3,619.25,13:23:20.1,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,3,2,7,1,306.5,13:23:17.1,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,3,2,7,2,473.25,13:23:07.0,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,3,2,7,3,288.5,13:23:06.0,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,3,3,2,1,370,13:22:42.0,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,3,3,2,2,450,13:22:40.0,
HREC,Fitch,N.Cattle,Cattle,NW,,10-17-2018,3,3,2,3,401.5,13:22:38.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,1,1,7,1,232.25,14:35:09.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,1,1,7,2,278.75,14:35:01.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,1,1,7,3,368.5,14:35:01.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,1,2,2,1,358,14:34:31.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,1,2,2,2,179.75,14:34:30.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,1,2,2,3,129,14:34:29.1,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,1,3,3,1,165,14:34:38.1,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,1,3,3,2,222.25,14:34:40.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,1,3,3,3,132.25,14:34:39.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,2,1,5,1,279.25,14:38:49.1,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,2,1,5,2,367.5,14:38:45.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,2,1,5,3,364,14:38:45.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,2,2,6,1,,,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,2,2,6,2,,,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,2,2,6,3,,,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,2,3,4,1,369.25,14:38:39.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,2,3,4,2,450.25,14:38:41.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,2,3,4,3,326,14:38:46.1,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,3,1,8,1,143.5,14:37:21.1,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,3,1,8,2,168.75,14:37:14.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,3,1,8,3,122,14:38:44.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,3,2,1,1,162.75,14:54:48.1,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,3,2,1,2,181,14:54:26.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,3,2,1,3,,14:54:40.1,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,3,3,9,1,245.75,14:38:09.1,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,3,3,9,2,93.25,14:38:23.0,
HREC,Clement,Sheep,Sheep,CN,,10-28-2017,3,3,9,3,132.25,14:37:17.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,1,1,7,1,330.5,12:47:31.1,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,1,1,7,2,206.75,12:48:38.1,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,1,1,7,3,157.25,12:47:04.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,1,2,8,1,,,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,1,2,8,2,,,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,1,2,8,3,,,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,1,3,6,1,,,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,1,3,6,2,,,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,1,3,6,3,,,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,2,1,4,1,317.75,12:41:53.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,2,1,4,2,275,12:41:59.1,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,2,1,4,3,318,12:42:04.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,2,2,2,1,379.75,12:42:33.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,2,2,2,2,293.25,12:42:40.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,2,2,2,3,293.5,12:42:42.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,2,3,9,1,210.75,12:42:29.1,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,2,3,9,2,354,12:42:38.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,2,3,9,3,293.75,12:42:42.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,3,1,1,1,,,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,3,1,1,2,,,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,3,1,1,3,,,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,3,2,5,1,336.5,12:40:36.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,3,2,5,2,331.5,12:40:42.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,3,2,5,3,252.5,12:40:39.1,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,3,3,3,1,291.25,12:40:26.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,3,3,3,2,201.5,12:40:23.0,
HREC,Clement,Sheep,Sheep,NO,,10-18-2018,3,3,3,3,278.25,12:40:27.1,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,1,1,5,1,239.75,17:04:24.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,1,1,5,2,202.5,17:04:34.1,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,1,1,5,3,206.5,17:04:40.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,1,2,4,1,105.5,17:07:23.1,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,1,2,4,2,237.75,17:06:06.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,1,2,4,3,222,17:06:19.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,1,3,6,1,,,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,1,3,6,2,,,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,1,3,6,3,,,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,2,1,8,1,106.75,17:10:17.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,2,1,8,2,122,17:10:07.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,2,1,8,3,75.75,17:10:58.1,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,2,2,9,1,66,17:13:10.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,2,2,9,2,56.5,17:13:05.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,2,2,9,3,68.5,17:12:56.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,2,3,1,1,47.25,16:19:04.1,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,2,3,1,2,191.25,16:18:23.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,2,3,1,3,65.25,16:21:45.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,3,1,7,1,19.75,17:05:10.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,3,1,7,2,16.75,17:05:39.1,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,3,1,7,3,20,17:10:19.1,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,3,2,2,1,16.5,17:03:45.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,3,2,2,2,17,17:20:04.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,3,2,2,3,18,17:19:47.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,3,3,3,1,15.25,15:45:54.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,3,3,3,2,16.25,15:45:57.0,
HREC,Fitch,N.Sheep,Sheep,NE,,10-27-2017,3,3,3,3,19,15:45:54.0,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,1,1,2,1,278.75,14:58:35.0,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,1,1,2,2,254.25,14:58:39.0,
HREC,Fitch,N.Sheep,Sheep,SE,,10-17-2018,1,1,2,3,329.25,14:58:32.0,
